gyro_x,gyro_y,acc_x,acc_y,acc_z,x_speed,y_speed,theta_speed
-0.031158985570073128,-0.013582121580839157,0.3353027403354645,0.0,-10.126143455505371,1.0,0.0,0.0
-0.031158985570073128,-0.013582121580839157,0.3353027403354645,0.0,-10.126143455505371,1.0,0.0,0.0
-0.031158985570073128,-0.013582121580839157,0.3353027403354645,0.0,-10.126143455505371,1.0,0.0,0.0
-0.03382214531302452,-0.006125270389020443,0.3544628918170929,0.009580078534781933,-10.087822914123535,1.0,0.0,0.0
-0.03382214531302452,-0.006125270389020443,0.3544628918170929,0.009580078534781933,-10.087822914123535,1.0,0.0,0.0
-0.03382214531302452,-0.010386328212916851,0.32572266459465027,0.028740234673023224,-10.106983184814453,1.0,0.0,0.0
-0.029294772073626518,-0.010386328212916851,0.32572266459465027,0.028740234673023224,-10.106983184814453,1.0,0.0,0.0
-0.029294772073626518,-0.010386328212916851,0.32572266459465027,0.028740234673023224,-10.106983184814453,1.0,0.0,0.0
-0.03275688365101814,-0.010386328212916851,0.3640429973602295,0.019160157069563866,-10.078242301940918,1.0,0.0,0.0
-0.03275688365101814,-0.010386328212916851,0.3640429973602295,0.019160157069563866,-10.078242301940918,1.0,0.0,0.0
-0.03275688365101814,-0.010386328212916851,0.3640429973602295,0.019160157069563866,-10.078242301940918,1.0,0.0,0.0
-0.029028456658124924,-0.007456851191818714,0.3353027403354645,0.03832031413912773,-10.116562843322754,1.0,0.0,0.0
-0.029028456658124924,-0.007456851191818714,0.3353027403354645,0.03832031413912773,-10.116562843322754,1.0,0.0,0.0
-0.029028456658124924,-0.007456851191818714,0.3353027403354645,0.03832031413912773,-10.116562843322754,1.0,0.0,0.0
-0.028495823964476585,-0.012516857124865055,0.3353027403354645,0.019160157069563866,-10.116562843322754,1.0,0.0,0.0
-0.028495823964476585,-0.012516857124865055,0.3353027403354645,0.019160157069563866,-10.116562843322754,1.0,0.0,0.0
-0.028495823964476585,-0.012516857124865055,0.3353027403354645,0.019160157069563866,-10.116562843322754,1.0,0.0,0.0
-0.03062635287642479,-0.012516857124865055,0.3544628918170929,0.028740234673023224,-10.097402572631836,1.0,0.0,0.0
-0.03062635287642479,-0.012516857124865055,0.3544628918170929,0.028740234673023224,-10.097402572631836,1.0,0.0,0.0
gyro_x,gyro_y,acc_x,acc_y,acc_z,x_speed,y_speed,theta_speed
-0.030892670154571533,-0.005060005933046341,0.3544628918170929,0.019160157069563866,-10.116562843322754,1.0,0.0,0.0
-0.03302319720387459,-0.011185277253389359,0.3448828160762787,0.019160157069563866,-10.126143455505371,1.0,0.0,0.0
-0.03302319720387459,-0.011185277253389359,0.3448828160762787,0.019160157069563866,-10.126143455505371,1.0,0.0,0.0
-0.03302319720387459,-0.011185277253389359,0.3448828160762787,0.019160157069563866,-10.126143455505371,1.0,0.0,0.0
-0.027430560439825058,-0.014647386036813259,0.31614258885383606,0.019160157069563866,-10.116562843322754,1.0,0.0,0.0
-0.027430560439825058,-0.014647386036813259,0.31614258885383606,0.019160157069563866,-10.116562843322754,1.0,0.0,0.0
-0.027430560439825058,-0.014647386036813259,0.31614258885383606,0.019160157069563866,-10.116562843322754,1.0,0.0,0.0
-0.029294772073626518,-0.010120011866092682,0.3544628918170929,-0.009580078534781933,-10.106983184814453,1.0,0.0,0.0
-0.029294772073626518,-0.010120011866092682,0.3544628918170929,-0.009580078534781933,-10.106983184814453,1.0,0.0,0.0
