gyro_x,gyro_y,acc_x,acc_y,acc_z,x_speed,y_speed,theta_speed
0.004527374170720577,-0.003728425595909357,0.3640429973602295,0.06706055253744125,-10.116562843322754,1.0,0.0,0.0
0.006391586735844612,-0.01438106968998909,0.15328125655651093,0.04790039360523224,-10.126143455505371,1.0,0.0,0.0
0.006391586735844612,-0.01438106968998909,0.15328125655651093,0.04790039360523224,-10.126143455505371,1.0,0.0,0.0
0.006391586735844612,-0.01438106968998909,0.15328125655651093,0.04790039360523224,-10.126143455505371,1.0,0.0,0.0
0.007190534844994545,0.19467708468437195,0.6227051019668579,0.09580078721046448,-9.963281631469727,1.0,0.0,0.0
0.007190534844994545,0.19467708468437195,0.6227051019668579,0.09580078721046448,-9.963281631469727,1.0,0.0,0.0
0.007190534844994545,0.19467708468437195,0.6227051019668579,0.09580078721046448,-9.963281631469727,1.0,0.0,0.0
-0.04367584362626076,0.362189918756485,1.9734961986541748,0.1149609386920929,-10.001602172851562,1.0,0.0,0.0
-0.04367584362626076,0.362189918756485,1.9734961986541748,0.1149609386920929,-10.001602172851562,1.0,0.0,0.0
-0.04367584362626076,0.362189918756485,1.9734961986541748,0.1149609386920929,-10.001602172851562,1.0,0.0,0.0
0.015978965908288956,-0.10972224175930023,1.8776954412460327,0.2586621344089508,-10.011181831359863,1.0,0.0,0.0
0.015978965908288956,-0.10972224175930023,1.8776954412460327,0.2586621344089508,-10.011181831359863,1.0,0.0,0.0
0.015978965908288956,-0.10972224175930023,1.8776954412460327,0.2586621344089508,-10.011181831359863,1.0,0.0,0.0
0.038615837693214417,0.03808320313692093,-0.07664062827825546,0.019160157069563866,-10.183623313903809,1.0,0.0,0.0
0.038615837693214417,0.03808320313692093,-0.07664062827825546,0.019160157069563866,-10.183623313903809,1.0,0.0,0.0
0.038615837693214417,0.03808320313692093,-0.07664062827825546,0.019160157069563866,-10.183623313903809,1.0,0.0,0.0
0.03302319720387459,0.017044231295585632,0.20118165016174316,-0.4885840117931366,-10.231523513793945,1.0,0.0,0.0
0.03302319720387459,0.017044231295585632,0.20118165016174316,-0.4885840117931366,-10.231523513793945,1.0,0.0,0.0
